product_id,product_name,brand,final_price,initial_price,discount,review_count,rating,category_name,root_category_name,available_for_delivery,available_for_pickup
874138671,"WestinTrends Dylan Adirondack Chairs Set of 2 with Side Table, All Weather Poly Lumber Outdoor Seating Patio Conversation Bistro Set, Seashell Curved Slat Backrest, Gray",WestinTrends,386.0,599.99,214.0,18,4.9,3 Piece Patio Dining Set,Patio & Garden,True,False
5456564238,MOSHU Blouses for Women Dressy Casual Button Down Shirts Ruffle Sleeve V Neck Womens Tops,MOSHU,10.0,35.99,25.99,72,4.6,Womens Blouses,Clothing,True,False
447982675,Adult HD Cotton T-Shirt,Fruit of the Loom,6.57,7.86,1.29,106,4.4,Mens Workout Shirts,Clothing,True,False
5321127580,"No Boundaries Flare Pants, 2-Pack, Womens and Womens Plus",No Boundaries,8.89,17.98,9.09,3,5,Juniors Activewear,Clothing,True,False
1421142720,Easy Spirit Womens Traciee Cut Out Floral Print Slide Sandals,Easy Spirit,40.0,62.5,22.51,1,5,Womens Slides,Clothing,True,False
2842975297,"Bare Home Ultra-Soft Sheet Set - Premium 1800 Collection - Deep Pockets - 4-Pieces - Queen, Forged Iron Gray",Bare Home,38.0,46.99,9.0,1322,4.7,Bed Sheets,Home,True,False
2211422215,IBTOM CASTLE Toddler Baby Girls 1st Birthday Outfit Princes Dress with Diaper Cover Lace Ruffles Romper Tutu for Cake Smash Photo Shoot 0-6 Months Yellow Daisy,Ibtom Castle,14.0,28.99,15.0,4,5,Baby Girls Clothing,Clothing,True,False
388405730,"Ntbay Premium 1800 Series Microfiber Twin Extra Long Flat Sheet with 4 inches Hem, Ultra Soft and Breathable Top Sheet, 66x102 inches, Pale Orange",NT Bay,16.0,24.99,9.0,122,4.9,Flat Sheets,Home,True,False
5580712192,BERANMEY Cork Footbed Sandals for Women With Comfort Flat Slide Sandals Cork Footbed 2 Straps Adjustable Buckle Slip on Sandals with Comfort Arch Support for Slipper Couple Sandals Unisex Sandals,BERANMEY,20.0,25.99,6.0,6,3.7,Womens Footbed Sandals,Clothing,True,False
5741991357,ANYJOIN Women's Summer Casual T Shirt Dresses Short Sleeve Swing Dress Pockets 3XL,ANYJOIN,20.0,32.89,12.9,3688,4.5,Plus Size Dresses,Clothing,True,False
1113666022,"Full Size Tailored Drop Ruffled Solid Bed Skirt with Adjustable Elastic Belt Microfiber Fabric Fade & Wrinkle Resistant Bed Frame Cover Easy to Fit & Care (10 Inch Drop, Burgundy)",Dee's Collection,28.8,31.99,3.2,1,1,Toddler Bedding Sets & Sheets,Baby,True,False
5459864163,"Wallflower Girls Denim Skirt, Sizes 7-16",Wallflower,9.98,14.98,5.0,6,5,Girls Skirts and Scooters,Clothing,True,False
833969367,Phenas Mirabel Costume Dress For Girls Cosplay Isabela Madrigal Princess Halloween Dress Up,Phenas,9.99,14.99,5.0,1,5,Princess Baby & Toddler Costumes,Party & Occasions,True,False
907995515,TheLovely Women & Plus Relaxed Fit Long Sleeve Round Neck & Hem Jersey Tee Shirt Top,TheLovely,17.1,18.99,1.9,14,4.4,Womens Workwear Blouses,Clothing,True,False
536849814,Rose Water & Chamomile Conditioner for Dry Hair,Aveeno,12.0,14.0,2.01,233,4.6,Aveeno Hair Care,Beauty,True,False
305077069,LifeStride Womens I-Loyal Ballet Flats - Various Widths Available,LifeStride,45.0,49.99,5.0,305,4.4,Ballet Flats,Clothing,True,False
2335720771,Amay 800TC Organic Cotton King Size Fitted Sheet ( 76X80 ) Fits Mattress Upto 10-12 inches Sage Stripe,Amay's,51.3,57.0,5.7,1,5,Cooling Sheets,Home,True,False
5323811559,Fantaslook Tank Tops for Women Pleated Square Neck Sleeveless Summer Tops Curved Hem Flowy Shirts,Fantaslook,14.0,32.99,19.0,1302,4.7,Plus Size Tops,Clothing,True,False
372849596,"Luxury Linen Turkish Hand Towels for Bathroom Set of 2, Diamond Weave Soft Cotton, 16 x 40 Inches Decorative Peshtemal-Pack of 2, Turquoise",Streamlight,13.0,17.99,5.0,44,4.6,Bathroom Sets,Home,True,False
5784496986,EnJoCho Toddler Children Boys Pull On Shorts Kids Summer Solid Color Elastic Waist Sports Jogger Workout Cargo Pants Shorts Kids Casual Sports Daily Wear Clothes,Enjocho,4.44,5.05,0.61,1,1,Boys Athletic Shorts and Pants,Clothing,True,False
5263061917,Jessica London Women's Plus Size Elastic Waist Cotton Flowing Maxi Crinkled Skirt,Jessica London,52.7,60.87,8.18,1033,4.6,Womens Plus Skirts,Clothing,True,False
142460087,"Natural Uniforms Short Sleeve Coverall 399 ( Navy, Medium )",Natural Uniforms,35.0,38.95,4.0,30,4,Mens Work Coveralls,Clothing,True,False
2546499171,"Shilucheng Cooling 3 Piece Luxury Bed Sheets Set, 1800 Series Microfiber Bed Sheets, 16"" Deep Pocket, Twin, Beige",Shilucheng,21.6,30.99,9.4,305,4.5,Cooling Sheets,Home,True,False
375469856,DREAM PAIRS Women's Open Toe Ankle Strap Casual Flatform Platform Sandals REED-1 GOLD size 10,Dream Pairs,29.0,40.99,12.0,174,4.6,Wedges,Clothing,True,False
334694770,"Pntutb Ladies Clearance Clothes,Autumn Winter Pullover Print Round Neck Hooded Sweatshirt",PNTUTB,7.49,8.49,1.0,1,1,Womens Hoodies,Clothing,True,False
1969219390,PatPat Boys Swim Trunks Family Matching Set Stripe Starts Independence Day Outfits Board Shorts Mommy and Me Bathing Suits,PatPat,9.99,14.99,5.0,188,4.2,Mens Swimwear,Clothing,True,False
1579063028,"Romanstile 2 Pack Rectangle Tablecloth - Washable Table Cloth Resistance Microfiber Tablecloth Decorative Table Cover for Dining,Party,Outdoor,Tablecloths 60x84inch,Beige",Romanstile,17.0,18.99,2.0,157,4.7,Fabric Tablecloths,Home,True,False
286456181,Bella + Canvas Unisex Jersey Short-Sleeve T-Shirt - 3001C,BELLA + CANVAS,8.86,10.05,1.19,31,4.6,Mens T-Shirts,Clothing,True,False
1914959787,IBTOM CASTLE Little Big Girls Flower Vintage Floral Lace 3/4 Sleeves Floor Length Dress Wedding Party Evening Formal Pageant Dance Gown 5-6 Years Blue,Ibtom Castle,29.0,35.98,6.99,90,4.5,Girls Dresses,Clothing,True,False
22211125,"Revlon Just Bitten Lipstain + Balm 020 Beloved: lipstain .09 Oz., balm .05 Oz.",Revlon,27.0,28.814999999999998,11.002,34,3,All Makeup,Beauty,True,False
5259156723,"Asklazy Women's Summer Sleeveless Chiffon Blouse Business Casual Tank Flowy Tops for Women,US Size,Wine Red,M",Asklazy,15.0,42.99,28.0,70,4.6,Womens Blouses,Clothing,True,False
5146321102,400 Thread Count White Cotton Sateen Hotel Stitch Duvet Cover in Scalloped Embroidery Twin/TwinXL White Border,Eiderdown Décor,104.0,121.99,17.99,12,4.7,Shop Bedding,Home,True,False
